Groups:

Data:
time unit: s, TestP5_audio:audio|AUD_DACDAT, TestP5_audio:audio|AUD_DACLRCK, 
38787, 0, 0, 
38788, 0, 0, 
38789, 0, 0, 
38790, 1, 0, 
38791, 0, 0, 
38792, 0, 0, 
38793, 1, 0, 
38794, 1, 0, 
38795, 1, 0, 
38796, 0, 0, 
38797, 0, 0, 
38798, 0, 0, 
38799, 0, 0, 
38800, 0, 0, 
38801, 0, 0, 
38802, 0, 0, 
38803, 1, 0, 
38804, 1, 0, 
38805, 0, 0, 
38806, 0, 0, 
38807, 0, 0, 
38808, 0, 0, 
38809, 0, 0, 
38810, 0, 1, 
38811, 0, 1, 
38812, 0, 1, 
38813, 0, 1, 
38814, 0, 1, 
38815, 0, 1, 
38816, 0, 1, 
38817, 0, 1, 
38818, 0, 1, 
38819, 0, 1, 
38820, 0, 1, 
38821, 0, 1, 
38822, 0, 1, 
38823, 0, 1, 
38824, 0, 1, 
38825, 0, 1, 
38826, 0, 1, 
38827, 0, 1, 
38828, 0, 1, 
38829, 0, 1, 
38830, 0, 1, 
38831, 0, 1, 
38832, 0, 1, 
38833, 0, 1, 
38834, 0, 1, 
38835, 0, 1, 
38836, 0, 1, 
38837, 0, 1, 
38838, 0, 1, 
38839, 0, 1, 
38840, 0, 1, 
38841, 0, 1, 
38842, 0, 0, 
38843, 0, 0, 
38844, 1, 0, 
38845, 1, 0, 
38846, 0, 0, 
38847, 0, 0, 
38848, 0, 0, 
38849, 0, 0, 
38850, 0, 0, 
38851, 0, 0, 
38852, 1, 0, 
38853, 1, 0, 
38854, 1, 0, 
38855, 0, 0, 
38856, 1, 0, 
38857, 0, 0, 
38858, 1, 0, 
38859, 1, 0, 
38860, 0, 0, 
38861, 1, 0, 
38862, 1, 0, 
38863, 0, 0, 
38864, 1, 0, 
38865, 1, 0, 
38866, 0, 0, 
38867, 0, 0, 
38868, 0, 0, 
38869, 0, 0, 
38870, 0, 0, 
38871, 0, 0, 
38872, 0, 0, 
38873, 0, 0, 
38874, 0, 1, 
38875, 0, 1, 
38876, 0, 1, 
38877, 0, 1, 
38878, 0, 1, 
38879, 0, 1, 
38880, 0, 1, 
38881, 0, 1, 
38882, 0, 1, 
38883, 0, 1, 
38884, 0, 1, 
38885, 0, 1, 
38886, 0, 1, 
38887, 0, 1, 
38888, 0, 1, 
38889, 0, 1, 
38890, 0, 1, 
38891, 0, 1, 
38892, 0, 1, 
38893, 0, 1, 
38894, 0, 1, 
38895, 0, 1, 
38896, 0, 1, 
38897, 0, 1, 
38898, 0, 1, 
38899, 0, 1, 
38900, 0, 1, 
38901, 0, 1, 
38902, 0, 1, 
38903, 0, 1, 
38904, 0, 1, 
38905, 0, 1, 
38906, 0, 0, 
38907, 0, 0, 
38908, 1, 0, 
38909, 1, 0, 
38910, 0, 0, 
38911, 1, 0, 
38912, 0, 0, 
38913, 1, 0, 
38914, 1, 0, 
38915, 0, 0, 
38916, 0, 0, 
38917, 1, 0, 
38918, 1, 0, 
38919, 1, 0, 
38920, 0, 0, 
38921, 1, 0, 
38922, 1, 0, 
38923, 0, 0, 
38924, 0, 0, 
38925, 0, 0, 
38926, 1, 0, 
38927, 1, 0, 
38928, 0, 0, 
38929, 1, 0, 
38930, 0, 0, 
38931, 0, 0, 
38932, 1, 0, 
38933, 0, 0, 
38934, 0, 0, 
38935, 0, 0, 
38936, 0, 0, 
38937, 0, 0, 
38938, 0, 1, 
38939, 0, 1, 
38940, 0, 1, 
38941, 0, 1, 
38942, 0, 1, 
38943, 0, 1, 
38944, 0, 1, 
38945, 0, 1, 
38946, 0, 1, 
38947, 0, 1, 
38948, 0, 1, 
38949, 0, 1, 
38950, 0, 1, 
38951, 0, 1, 
38952, 0, 1, 
38953, 0, 1, 
38954, 0, 1, 
38955, 0, 1, 
38956, 0, 1, 
38957, 0, 1, 
38958, 0, 1, 
38959, 0, 1, 
38960, 0, 1, 
38961, 0, 1, 
38962, 0, 1, 
38963, 0, 1, 
38964, 0, 1, 
38965, 0, 1, 
38966, 0, 1, 
38967, 0, 1, 
38968, 0, 1, 
38969, 0, 1, 
38970, 0, 0, 
38971, 0, 0, 
38972, 1, 0, 
38973, 1, 0, 
38974, 1, 0, 
38975, 0, 0, 
38976, 1, 0, 
38977, 0, 0, 
38978, 0, 0, 
38979, 0, 0, 
38980, 0, 0, 
38981, 1, 0, 
38982, 1, 0, 
38983, 1, 0, 
38984, 0, 0, 
38985, 0, 0, 
38986, 1, 0, 
38987, 1, 0, 
38988, 1, 0, 
38989, 1, 0, 
38990, 1, 0, 
38991, 0, 0, 
38992, 1, 0, 
38993, 0, 0, 
38994, 0, 0, 
38995, 1, 0, 
38996, 0, 0, 
38997, 0, 0, 
38998, 0, 0, 
38999, 0, 0, 
39000, 0, 0, 
39001, 0, 0, 
39002, 0, 1, 
39003, 0, 1, 
39004, 0, 1, 
39005, 0, 1, 
39006, 0, 1, 
39007, 0, 1, 
39008, 0, 1, 
39009, 0, 1, 
39010, 0, 1, 
39011, 0, 1, 
39012, 0, 1, 
39013, 0, 1, 
39014, 0, 1, 
39015, 0, 1, 
39016, 0, 1, 
39017, 0, 1, 
39018, 0, 1, 
39019, 0, 1, 
39020, 0, 1, 
39021, 0, 1, 
39022, 0, 1, 
39023, 0, 1, 
39024, 0, 1, 
39025, 0, 1, 
39026, 0, 1, 
39027, 0, 1, 
39028, 0, 1, 
39029, 0, 1, 
39030, 0, 1, 
39031, 0, 1, 
39032, 0, 1, 
39033, 0, 1, 
39034, 0, 0, 
39035, 0, 0, 
39036, 1, 0, 
39037, 1, 0, 
39038, 1, 0, 
39039, 1, 0, 
39040, 1, 0, 
39041, 1, 0, 
39042, 1, 0, 
39043, 1, 0, 
39044, 0, 0, 
39045, 0, 0, 
39046, 1, 0, 
39047, 1, 0, 
39048, 0, 0, 
39049, 1, 0, 
39050, 0, 0, 
39051, 0, 0, 
39052, 0, 0, 
39053, 0, 0, 
39054, 0, 0, 
39055, 1, 0, 
39056, 1, 0, 
39057, 1, 0, 
39058, 1, 0, 
39059, 0, 0, 
39060, 1, 0, 
39061, 0, 0, 
39062, 0, 0, 
39063, 0, 0, 
39064, 0, 0, 
39065, 0, 0, 
39066, 0, 1, 
39067, 0, 1, 
39068, 0, 1, 
39069, 0, 1, 
39070, 0, 1, 
39071, 0, 1, 
39072, 0, 1, 
39073, 0, 1, 
39074, 0, 1, 
39075, 0, 1, 
39076, 0, 1, 
39077, 0, 1, 
39078, 0, 1, 
39079, 0, 1, 
39080, 0, 1, 
39081, 0, 1, 
39082, 0, 1, 
39083, 0, 1, 
39084, 0, 1, 
39085, 0, 1, 
39086, 0, 1, 
39087, 0, 1, 
39088, 0, 1, 
39089, 0, 1, 
39090, 0, 1, 
39091, 0, 1, 
39092, 0, 1, 
39093, 0, 1, 
39094, 0, 1, 
39095, 0, 1, 
39096, 0, 1, 
39097, 0, 1, 
39098, 0, 0, 
39099, 1, 0, 
39100, 0, 0, 
39101, 0, 0, 
39102, 0, 0, 
39103, 1, 0, 
39104, 0, 0, 
39105, 0, 0, 
39106, 1, 0, 
39107, 1, 0, 
39108, 0, 0, 
39109, 0, 0, 
39110, 0, 0, 
39111, 0, 0, 
39112, 1, 0, 
39113, 0, 0, 
39114, 0, 0, 
39115, 0, 0, 
39116, 1, 0, 
39117, 1, 0, 
39118, 1, 0, 
39119, 0, 0, 
39120, 0, 0, 
39121, 1, 0, 
39122, 1, 0, 
39123, 1, 0, 
39124, 0, 0, 
39125, 0, 0, 
39126, 0, 0, 
39127, 0, 0, 
39128, 0, 0, 
39129, 0, 0, 
39130, 0, 1, 
39131, 0, 1, 
39132, 0, 1, 
39133, 0, 1, 
39134, 0, 1, 
39135, 0, 1, 
39136, 0, 1, 
39137, 0, 1, 
39138, 0, 1, 
39139, 0, 1, 
39140, 0, 1, 
39141, 0, 1, 
39142, 0, 1, 
39143, 0, 1, 
39144, 0, 1, 
39145, 0, 1, 
39146, 0, 1, 
39147, 0, 1, 
39148, 0, 1, 
39149, 0, 1, 
39150, 0, 1, 
39151, 0, 1, 
39152, 0, 1, 
39153, 0, 1, 
39154, 0, 1, 
39155, 0, 1, 
39156, 0, 1, 
39157, 0, 1, 
39158, 0, 1, 
39159, 0, 1, 
39160, 0, 1, 
39161, 0, 1, 
39162, 0, 0, 
39163, 1, 0, 
39164, 0, 0, 
39165, 0, 0, 
39166, 1, 0, 
39167, 0, 0, 
39168, 1, 0, 
39169, 0, 0, 
39170, 0, 0, 
39171, 1, 0, 
39172, 1, 0, 
39173, 0, 0, 
39174, 0, 0, 
39175, 0, 0, 
39176, 1, 0, 
39177, 1, 0, 
39178, 1, 0, 
39179, 1, 0, 
39180, 0, 0, 
39181, 0, 0, 
39182, 0, 0, 
39183, 0, 0, 
39184, 0, 0, 
39185, 1, 0, 
39186, 0, 0, 
39187, 1, 0, 
39188, 0, 0, 
39189, 0, 0, 
39190, 0, 0, 
39191, 0, 0, 
39192, 0, 0, 
39193, 0, 0, 
39194, 0, 1, 
39195, 0, 1, 
39196, 0, 1, 
39197, 0, 1, 
39198, 0, 1, 
39199, 0, 1, 
39200, 0, 1, 
39201, 0, 1, 
39202, 0, 1, 
39203, 0, 1, 
39204, 0, 1, 
39205, 0, 1, 
39206, 0, 1, 
39207, 0, 1, 
39208, 0, 1, 
39209, 0, 1, 
39210, 0, 1, 
39211, 0, 1, 
39212, 0, 1, 
39213, 0, 1, 
39214, 0, 1, 
39215, 0, 1, 
39216, 0, 1, 
39217, 0, 1, 
39218, 0, 1, 
39219, 0, 1, 
39220, 0, 1, 
39221, 0, 1, 
39222, 0, 1, 
39223, 0, 1, 
39224, 0, 1, 
39225, 0, 1, 
39226, 0, 0, 
39227, 1, 0, 
39228, 0, 0, 
39229, 0, 0, 
39230, 1, 0, 
39231, 1, 0, 
39232, 1, 0, 
39233, 1, 0, 
39234, 0, 0, 
39235, 1, 0, 
39236, 1, 0, 
39237, 1, 0, 
39238, 0, 0, 
39239, 0, 0, 
39240, 0, 0, 
39241, 1, 0, 
39242, 0, 0, 
39243, 1, 0, 
39244, 1, 0, 
39245, 0, 0, 
39246, 1, 0, 
39247, 0, 0, 
39248, 0, 0, 
39249, 0, 0, 
39250, 0, 0, 
39251, 1, 0, 
39252, 1, 0, 
39253, 0, 0, 
39254, 0, 0, 
39255, 0, 0, 
39256, 0, 0, 
39257, 0, 0, 
39258, 0, 1, 
39259, 0, 1, 
39260, 0, 1, 
39261, 0, 1, 
39262, 0, 1, 
39263, 0, 1, 
39264, 0, 1, 
39265, 0, 1, 
39266, 0, 1, 
39267, 0, 1, 
39268, 0, 1, 
39269, 0, 1, 
39270, 0, 1, 
39271, 0, 1, 
39272, 0, 1, 
39273, 0, 1, 
39274, 0, 1, 
39275, 0, 1, 
39276, 0, 1, 
39277, 0, 1, 
39278, 0, 1, 
39279, 0, 1, 
39280, 0, 1, 
39281, 0, 1, 
39282, 0, 1, 
39283, 0, 1, 
39284, 0, 1, 
39285, 0, 1, 
39286, 0, 1, 
39287, 0, 1, 
39288, 0, 1, 
39289, 0, 1, 
39290, 0, 0, 
39291, 1, 0, 
39292, 0, 0, 
39293, 1, 0, 
39294, 0, 0, 
39295, 0, 0, 
39296, 1, 0, 
39297, 1, 0, 
39298, 1, 0, 
39299, 1, 0, 
39300, 0, 0, 
39301, 0, 0, 
39302, 1, 0, 
39303, 1, 0, 
39304, 0, 0, 
39305, 0, 0, 
39306, 1, 0, 
39307, 1, 0, 
39308, 0, 0, 
39309, 0, 0, 
39310, 1, 0, 
39311, 1, 0, 
39312, 0, 0, 
39313, 1, 0, 
39314, 1, 0, 
39315, 0, 0, 
39316, 0, 0, 
39317, 0, 0, 
39318, 0, 0, 
39319, 0, 0, 
39320, 0, 0, 
39321, 0, 0, 
39322, 0, 1, 
39323, 0, 1, 
39324, 0, 1, 
39325, 0, 1, 
39326, 0, 1, 
39327, 0, 1, 
39328, 0, 1, 
39329, 0, 1, 
39330, 0, 1, 
39331, 0, 1, 
39332, 0, 1, 
39333, 0, 1, 
39334, 0, 1, 
39335, 0, 1, 
39336, 0, 1, 
39337, 0, 1, 
39338, 0, 1, 
39339, 0, 1, 
39340, 0, 1, 
39341, 0, 1, 
39342, 0, 1, 
39343, 0, 1, 
39344, 0, 1, 
39345, 0, 1, 
39346, 0, 1, 
39347, 0, 1, 
39348, 0, 1, 
39349, 0, 1, 
39350, 0, 1, 
39351, 0, 1, 
39352, 0, 1, 
39353, 0, 1, 
39354, 0, 0, 
39355, 1, 0, 
39356, 0, 0, 
39357, 1, 0, 
39358, 1, 0, 
39359, 0, 0, 
39360, 0, 0, 
39361, 0, 0, 
39362, 0, 0, 
39363, 1, 0, 
39364, 1, 0, 
39365, 0, 0, 
39366, 1, 0, 
39367, 0, 0, 
39368, 1, 0, 
39369, 1, 0, 
39370, 1, 0, 
39371, 0, 0, 
39372, 1, 0, 
39373, 1, 0, 
39374, 0, 0, 
39375, 0, 0, 
39376, 0, 0, 
39377, 1, 0, 
39378, 1, 0, 
39379, 0, 0, 
39380, 1, 0, 
39381, 0, 0, 
39382, 0, 0, 
39383, 0, 0, 
39384, 0, 0, 
39385, 0, 0, 
39386, 0, 1, 
39387, 0, 1, 
39388, 0, 1, 
39389, 0, 1, 
39390, 0, 1, 
39391, 0, 1, 
39392, 0, 1, 
39393, 0, 1, 
39394, 0, 1, 
39395, 0, 1, 
39396, 0, 1, 
39397, 0, 1, 
39398, 0, 1, 
39399, 0, 1, 
39400, 0, 1, 
39401, 0, 1, 
39402, 0, 1, 
39403, 0, 1, 
39404, 0, 1, 
39405, 0, 1, 
39406, 0, 1, 
39407, 0, 1, 
39408, 0, 1, 
39409, 0, 1, 
39410, 0, 1, 
39411, 0, 1, 
39412, 0, 1, 
39413, 0, 1, 
39414, 0, 1, 
39415, 0, 1, 
39416, 0, 1, 
39417, 0, 1, 
39418, 0, 0, 
39419, 1, 0, 
39420, 0, 0, 
39421, 1, 0, 
39422, 1, 0, 
39423, 0, 0, 
39424, 1, 0, 
39425, 1, 0, 
39426, 1, 0, 
39427, 1, 0, 
39428, 1, 0, 
39429, 1, 0, 
39430, 1, 0, 
39431, 0, 0, 
39432, 1, 0, 
39433, 0, 0, 
39434, 1, 0, 
39435, 0, 0, 
39436, 1, 0, 
39437, 1, 0, 
39438, 0, 0, 
39439, 0, 0, 
39440, 0, 0, 
39441, 0, 0, 
39442, 1, 0, 
39443, 1, 0, 
39444, 1, 0, 
39445, 0, 0, 
39446, 0, 0, 
39447, 0, 0, 
39448, 0, 0, 
39449, 0, 0, 
39450, 0, 1, 
39451, 0, 1, 
39452, 0, 1, 
39453, 0, 1, 
39454, 0, 1, 
39455, 0, 1, 
39456, 0, 1, 
39457, 0, 1, 
39458, 0, 1, 
39459, 0, 1, 
39460, 0, 1, 
39461, 0, 1, 
39462, 0, 1, 
39463, 0, 1, 
39464, 0, 1, 
39465, 0, 1, 
39466, 0, 1, 
39467, 0, 1, 
39468, 0, 1, 
39469, 0, 1, 
39470, 0, 1, 
39471, 0, 1, 
39472, 0, 1, 
39473, 0, 1, 
39474, 0, 1, 
39475, 0, 1, 
39476, 0, 1, 
39477, 0, 1, 
39478, 0, 1, 
39479, 0, 1, 
39480, 0, 1, 
39481, 0, 1, 
39482, 0, 0, 
39483, 1, 0, 
39484, 0, 0, 
39485, 1, 0, 
39486, 1, 0, 
39487, 1, 0, 
39488, 1, 0, 
39489, 1, 0, 
39490, 1, 0, 
39491, 0, 0, 
39492, 1, 0, 
39493, 0, 0, 
39494, 0, 0, 
39495, 1, 0, 
39496, 0, 0, 
39497, 1, 0, 
39498, 0, 0, 
39499, 1, 0, 
39500, 0, 0, 
39501, 1, 0, 
39502, 0, 0, 
39503, 1, 0, 
39504, 1, 0, 
39505, 0, 0, 
39506, 0, 0, 
39507, 0, 0, 
39508, 0, 0, 
39509, 0, 0, 
39510, 0, 0, 
39511, 0, 0, 
39512, 0, 0, 
39513, 0, 0, 
39514, 0, 1, 
39515, 0, 1, 
39516, 0, 1, 
39517, 0, 1, 
39518, 0, 1, 
39519, 0, 1, 
39520, 0, 1, 
39521, 0, 1, 
39522, 0, 1, 
39523, 0, 1, 
39524, 0, 1, 
39525, 0, 1, 
39526, 0, 1, 
39527, 0, 1, 
39528, 0, 1, 
39529, 0, 1, 
39530, 0, 1, 
39531, 0, 1, 
39532, 0, 1, 
39533, 0, 1, 
39534, 0, 1, 
39535, 0, 1, 
39536, 0, 1, 
39537, 0, 1, 
39538, 0, 1, 
39539, 0, 1, 
39540, 0, 1, 
39541, 0, 1, 
39542, 0, 1, 
39543, 0, 1, 
39544, 0, 1, 
39545, 0, 1, 
39546, 0, 0, 
39547, 1, 0, 
39548, 1, 0, 
39549, 0, 0, 
39550, 0, 0, 
39551, 0, 0, 
39552, 1, 0, 
39553, 0, 0, 
39554, 0, 0, 
39555, 1, 0, 
39556, 0, 0, 
39557, 1, 0, 
39558, 0, 0, 
39559, 0, 0, 
39560, 0, 0, 
39561, 1, 0, 
39562, 1, 0, 
39563, 1, 0, 
39564, 1, 0, 
39565, 1, 0, 
39566, 0, 0, 
39567, 0, 0, 
39568, 1, 0, 
39569, 0, 0, 
39570, 0, 0, 
39571, 0, 0, 
39572, 1, 0, 
39573, 0, 0, 
39574, 0, 0, 
39575, 0, 0, 
39576, 0, 0, 
39577, 0, 0, 
39578, 0, 1, 
39579, 0, 1, 
39580, 0, 1, 
39581, 0, 1, 
39582, 0, 1, 
39583, 0, 1, 
39584, 0, 1, 
39585, 0, 1, 
39586, 0, 1, 
39587, 0, 1, 
39588, 0, 1, 
39589, 0, 1, 
39590, 0, 1, 
39591, 0, 1, 
39592, 0, 1, 
39593, 0, 1, 
39594, 0, 1, 
39595, 0, 1, 
39596, 0, 1, 
39597, 0, 1, 
39598, 0, 1, 
39599, 0, 1, 
39600, 0, 1, 
39601, 0, 1, 
39602, 0, 1, 
39603, 0, 1, 
39604, 0, 1, 
39605, 0, 1, 
39606, 0, 1, 
39607, 0, 1, 
39608, 0, 1, 
39609, 0, 1, 
39610, 0, 0, 
39611, 1, 0, 
39612, 1, 0, 
39613, 0, 0, 
39614, 0, 0, 
39615, 1, 0, 
39616, 0, 0, 
39617, 0, 0, 
39618, 1, 0, 
39619, 1, 0, 
39620, 0, 0, 
39621, 0, 0, 
39622, 0, 0, 
39623, 1, 0, 
39624, 0, 0, 
39625, 1, 0, 
39626, 0, 0, 
39627, 1, 0, 
39628, 1, 0, 
39629, 1, 0, 
39630, 1, 0, 
39631, 0, 0, 
39632, 1, 0, 
39633, 1, 0, 
39634, 1, 0, 
39635, 1, 0, 
39636, 0, 0, 
39637, 0, 0, 
39638, 0, 0, 
39639, 0, 0, 
39640, 0, 0, 
39641, 0, 0, 
39642, 0, 1, 
39643, 0, 1, 
39644, 0, 1, 
39645, 0, 1, 
39646, 0, 1, 
39647, 0, 1, 
39648, 0, 1, 
39649, 0, 1, 
39650, 0, 1, 
39651, 0, 1, 
39652, 0, 1, 
39653, 0, 1, 
39654, 0, 1, 
39655, 0, 1, 
39656, 0, 1, 
39657, 0, 1, 
39658, 0, 1, 
39659, 0, 1, 
39660, 0, 1, 
39661, 0, 1, 
39662, 0, 1, 
39663, 0, 1, 
39664, 0, 1, 
39665, 0, 1, 
39666, 0, 1, 
39667, 0, 1, 
39668, 0, 1, 
39669, 0, 1, 
39670, 0, 1, 
39671, 0, 1, 
39672, 0, 1, 
39673, 0, 1, 
39674, 0, 0, 
39675, 1, 0, 
39676, 1, 0, 
39677, 0, 0, 
39678, 0, 0, 
39679, 1, 0, 
39680, 1, 0, 
39681, 0, 0, 
39682, 0, 0, 
39683, 1, 0, 
39684, 0, 0, 
39685, 0, 0, 
39686, 0, 0, 
39687, 1, 0, 
39688, 1, 0, 
39689, 0, 0, 
39690, 0, 0, 
39691, 1, 0, 
39692, 0, 0, 
39693, 0, 0, 
39694, 0, 0, 
39695, 0, 0, 
39696, 1, 0, 
39697, 0, 0, 
39698, 0, 0, 
39699, 1, 0, 
39700, 1, 0, 
39701, 0, 0, 
39702, 0, 0, 
39703, 0, 0, 
39704, 0, 0, 
39705, 0, 0, 
39706, 0, 1, 
39707, 0, 1, 
39708, 0, 1, 
39709, 0, 1, 
39710, 0, 1, 
39711, 0, 1, 
39712, 0, 1, 
39713, 0, 1, 
39714, 0, 1, 
39715, 0, 1, 
39716, 0, 1, 
39717, 0, 1, 
39718, 0, 1, 
39719, 0, 1, 
39720, 0, 1, 
39721, 0, 1, 
39722, 0, 1, 
39723, 0, 1, 
39724, 0, 1, 
39725, 0, 1, 
39726, 0, 1, 
39727, 0, 1, 
39728, 0, 1, 
39729, 0, 1, 
39730, 0, 1, 
39731, 0, 1, 
39732, 0, 1, 
39733, 0, 1, 
39734, 0, 1, 
39735, 0, 1, 
39736, 0, 1, 
39737, 0, 1, 
39738, 0, 0, 
39739, 1, 0, 
39740, 1, 0, 
39741, 0, 0, 
39742, 0, 0, 
39743, 1, 0, 
39744, 1, 0, 
39745, 1, 0, 
39746, 0, 0, 
39747, 1, 0, 
39748, 1, 0, 
39749, 1, 0, 
39750, 0, 0, 
39751, 0, 0, 
39752, 1, 0, 
39753, 1, 0, 
39754, 1, 0, 
39755, 0, 0, 
39756, 1, 0, 
39757, 0, 0, 
39758, 1, 0, 
39759, 1, 0, 
39760, 1, 0, 
39761, 1, 0, 
39762, 0, 0, 
39763, 0, 0, 
39764, 0, 0, 
39765, 0, 0, 
39766, 0, 0, 
39767, 0, 0, 
39768, 0, 0, 
39769, 0, 0, 
39770, 0, 1, 
39771, 0, 1, 
39772, 0, 1, 
39773, 0, 1, 
39774, 0, 1, 
39775, 0, 1, 
39776, 0, 1, 
39777, 0, 1, 
39778, 0, 1, 
39779, 0, 1, 
39780, 0, 1, 
39781, 0, 1, 
39782, 0, 1, 
39783, 0, 1, 
39784, 0, 1, 
39785, 0, 1, 
39786, 0, 1, 
39787, 0, 1, 
39788, 0, 1, 
39789, 0, 1, 
39790, 0, 1, 
39791, 0, 1, 
39792, 0, 1, 
39793, 0, 1, 
39794, 0, 1, 
39795, 0, 1, 
39796, 0, 1, 
39797, 0, 1, 
39798, 0, 1, 
39799, 0, 1, 
39800, 0, 1, 
39801, 0, 1, 
39802, 0, 0, 
39803, 1, 0, 
39804, 1, 0, 
39805, 0, 0, 
39806, 0, 0, 
39807, 1, 0, 
39808, 1, 0, 
39809, 1, 0, 
39810, 1, 0, 
39811, 1, 0, 
39812, 0, 0, 
39813, 0, 0, 
39814, 0, 0, 
39815, 0, 0, 
39816, 0, 0, 
39817, 1, 0, 
39818, 0, 0, 
39819, 0, 0, 
39820, 0, 0, 
39821, 1, 0, 
39822, 0, 0, 
39823, 0, 0, 
39824, 0, 0, 
39825, 0, 0, 
39826, 1, 0, 
39827, 0, 0, 
39828, 0, 0, 
39829, 0, 0, 
39830, 0, 0, 
39831, 0, 0, 
39832, 0, 0, 
39833, 0, 0, 
39834, 0, 1, 
39835, 0, 1, 
39836, 0, 1, 
39837, 0, 1, 
39838, 0, 1, 
39839, 0, 1, 
39840, 0, 1, 
39841, 0, 1, 
39842, 0, 1, 
39843, 0, 1, 
39844, 0, 1, 
39845, 0, 1, 
39846, 0, 1, 
39847, 0, 1, 
39848, 0, 1, 
39849, 0, 1, 
39850, 0, 1, 
39851, 0, 1, 
39852, 0, 1, 
39853, 0, 1, 
39854, 0, 1, 
39855, 0, 1, 
39856, 0, 1, 
39857, 0, 1, 
39858, 0, 1, 
39859, 0, 1, 
39860, 0, 1, 
39861, 0, 1, 
39862, 0, 1, 
39863, 0, 1, 
39864, 0, 1, 
39865, 0, 1, 
39866, 0, 0, 
39867, 1, 0, 
39868, 1, 0, 
39869, 0, 0, 
39870, 0, 0, 
39871, 1, 0, 
39872, 1, 0, 
39873, 1, 0, 
39874, 1, 0, 
39875, 0, 0, 
39876, 0, 0, 
39877, 0, 0, 
39878, 0, 0, 
39879, 1, 0, 
39880, 0, 0, 
39881, 0, 0, 
39882, 0, 0, 
39883, 1, 0, 
39884, 1, 0, 
39885, 0, 0, 
39886, 0, 0, 
39887, 0, 0, 
39888, 0, 0, 
39889, 0, 0, 
39890, 0, 0, 
39891, 0, 0, 
39892, 1, 0, 
39893, 0, 0, 
39894, 0, 0, 
39895, 0, 0, 
39896, 0, 0, 
39897, 0, 0, 
39898, 0, 1, 
39899, 0, 1, 
39900, 0, 1, 
39901, 0, 1, 
39902, 0, 1, 
39903, 0, 1, 
39904, 0, 1, 
39905, 0, 1, 
39906, 0, 1, 
39907, 0, 1, 
39908, 0, 1, 
39909, 0, 1, 
39910, 0, 1, 
39911, 0, 1, 
39912, 0, 1, 
39913, 0, 1, 
39914, 0, 1, 
39915, 0, 1, 
39916, 0, 1, 
39917, 0, 1, 
39918, 0, 1, 
39919, 0, 1, 
39920, 0, 1, 
39921, 0, 1, 
39922, 0, 1, 
39923, 0, 1, 
39924, 0, 1, 
39925, 0, 1, 
39926, 0, 1, 
39927, 0, 1, 
39928, 0, 1, 
39929, 0, 1, 
39930, 0, 0, 
39931, 1, 0, 
39932, 1, 0, 
39933, 0, 0, 
39934, 0, 0, 
39935, 1, 0, 
39936, 1, 0, 
39937, 0, 0, 
39938, 0, 0, 
39939, 1, 0, 
39940, 0, 0, 
39941, 1, 0, 
39942, 1, 0, 
39943, 0, 0, 
39944, 1, 0, 
39945, 1, 0, 
39946, 0, 0, 
39947, 0, 0, 
39948, 0, 0, 
39949, 1, 0, 
39950, 0, 0, 
39951, 1, 0, 
39952, 0, 0, 
39953, 0, 0, 
39954, 1, 0, 
39955, 0, 0, 
39956, 0, 0, 
39957, 0, 0, 
39958, 0, 0, 
39959, 0, 0, 
39960, 0, 0, 
39961, 0, 0, 
39962, 0, 1, 
39963, 0, 1, 
39964, 0, 1, 
39965, 0, 1, 
39966, 0, 1, 
39967, 0, 1, 
39968, 0, 1, 
39969, 0, 1, 
39970, 0, 1, 
39971, 0, 1, 
39972, 0, 1, 
39973, 0, 1, 
39974, 0, 1, 
39975, 0, 1, 
39976, 0, 1, 
39977, 0, 1, 
39978, 0, 1, 
39979, 0, 1, 
39980, 0, 1, 
39981, 0, 1, 
39982, 0, 1, 
39983, 0, 1, 
39984, 0, 1, 
39985, 0, 1, 
39986, 0, 1, 
39987, 0, 1, 
39988, 0, 1, 
39989, 0, 1, 
39990, 0, 1, 
39991, 0, 1, 
39992, 0, 1, 
39993, 0, 1, 
39994, 0, 0, 
39995, 1, 0, 
39996, 1, 0, 
39997, 0, 0, 
39998, 0, 0, 
39999, 1, 0, 
40000, 0, 0, 
40001, 0, 0, 
40002, 1, 0, 
40003, 1, 0, 
40004, 0, 0, 
40005, 1, 0, 
40006, 0, 0, 
40007, 1, 0, 
40008, 1, 0, 
40009, 1, 0, 
40010, 0, 0, 
40011, 0, 0, 
40012, 0, 0, 
40013, 0, 0, 
40014, 0, 0, 
40015, 1, 0, 
40016, 0, 0, 
40017, 1, 0, 
40018, 0, 0, 
40019, 0, 0, 
40020, 1, 0, 
40021, 0, 0, 
40022, 0, 0, 
40023, 0, 0, 
40024, 0, 0, 
40025, 0, 0, 
40026, 0, 1, 
40027, 0, 1, 
40028, 0, 1, 
40029, 0, 1, 
40030, 0, 1, 
40031, 0, 1, 
40032, 0, 1, 
40033, 0, 1, 
40034, 0, 1, 
40035, 0, 1, 
40036, 0, 1, 
40037, 0, 1, 
40038, 0, 1, 
40039, 0, 1, 
40040, 0, 1, 
40041, 0, 1, 
40042, 0, 1, 
40043, 0, 1, 
40044, 0, 1, 
40045, 0, 1, 
40046, 0, 1, 
40047, 0, 1, 
40048, 0, 1, 
40049, 0, 1, 
40050, 0, 1, 
40051, 0, 1, 
40052, 0, 1, 
40053, 0, 1, 
